Hteam,Ateam,1,N,2,Result,TeamH,TeamA
Wolves,Liverpool,5.5,3.75,1.67,D,35.0,17.0
Wolves,Liverpool,6.18,3.86,1.75,D,35.0,17.0
Wolves,Liverpool,5.21,3.53,1.69,D,35.0,17.0
Aston Villa,Arsenal,3.2,3.25,2.3,D,1.0,0.0
Aston Villa,Arsenal,3.0,3.2,2.1,D,1.0,0.0
Aston Villa,Arsenal,3.4,3.25,2.2,D,1.0,0.0
Aston Villa,Arsenal,3.5,3.44,2.3,D,1.0,0.0
Aston Villa,Arsenal,3.17,3.28,2.25,D,1.0,0.0
Blackburn,Wigan,1.95,3.4,4.0,H,3.0,34.0
Blackburn,Wigan,1.91,3.2,3.5,H,3.0,34.0
Blackburn,Wigan,2.0,3.4,4.0,H,3.0,34.0
Blackburn,Wigan,2.02,3.48,4.35,H,3.0,34.0
Blackburn,Wigan,1.95,3.34,3.95,H,3.0,34.0
Chelsea,Birmingham,1.22,6.0,15.0,H,10.0,2.0
Chelsea,Birmingham,1.22,4.8,10.0,H,10.0,2.0
Chelsea,Birmingham,1.25,5.5,15.0,H,10.0,2.0
Chelsea,Birmingham,1.26,6.31,15.88,H,10.0,2.0
Chelsea,Birmingham,1.24,5.52,12.97,H,10.0,2.0
Everton,Sunderland,1.67,3.6,5.5,H,12.0,28.0
Everton,Sunderland,1.57,3.5,5.0,H,12.0,28.0
Everton,Sunderland,1.67,3.6,6.0,H,12.0,28.0
Everton,Sunderland,1.7,3.74,6.35,H,12.0,28.0
Everton,Sunderland,1.66,3.57,5.53,H,12.0,28.0
Birmingham,Tottenham,3.1,3.25,2.38,D,2.0,30.0
Birmingham,Tottenham,3.1,3.25,2.3,D,2.0,30.0
Birmingham,Tottenham,3.25,3.25,2.3,D,2.0,30.0
Birmingham,Tottenham,3.3,3.4,2.39,D,2.0,30.0
Birmingham,Tottenham,3.08,3.25,2.3,D,2.0,30.0
Burnley,Chelsea,13.0,5.0,1.29,A,8.0,10.0
Burnley,Chelsea,8.0,4.5,1.28,A,8.0,10.0
Burnley,Chelsea,15.0,5.5,1.25,A,8.0,10.0
Burnley,Chelsea,15.02,5.82,1.3,A,8.0,10.0
Burnley,Chelsea,11.96,5.16,1.27,A,8.0,10.0
Fulham,Aston Villa,2.7,3.2,2.7,A,13.0,1.0
Fulham,Aston Villa,2.6,3.2,2.7,A,13.0,1.0
Fulham,Aston Villa,2.62,3.2,2.75,A,13.0,1.0
Fulham,Aston Villa,2.77,3.3,2.85,A,13.0,1.0
Fulham,Aston Villa,2.62,3.21,2.67,A,13.0,1.0
Hull,Wolves,2.25,3.25,3.25,D,15.0,35.0
Hull,Wolves,2.25,3.2,3.25,D,15.0,35.0
Hull,Wolves,2.25,3.25,3.4,D,15.0,35.0
Hull,Wolves,2.46,3.31,3.38,D,15.0,35.0
Hull,Wolves,2.28,3.22,3.15,D,15.0,35.0
Liverpool,Bolton,1.44,4.33,7.5,H,17.0,5.0
Liverpool,Bolton,1.44,4.2,7.5,H,17.0,5.0
Liverpool,Bolton,1.44,4.33,8.5,H,17.0,5.0
Liverpool,Bolton,1.47,4.68,9.22,H,17.0,5.0
Liverpool,Bolton,1.43,4.23,7.69,H,17.0,5.0
West Ham,Blackburn,2.1,3.3,3.6,D,33.0,3.0
West Ham,Blackburn,2.1,3.25,3.6,D,33.0,3.0
West Ham,Blackburn,2.1,3.25,3.75,D,33.0,3.0
West Ham,Blackburn,2.2,3.45,3.8,D,33.0,3.0
West Ham,Blackburn,2.11,3.29,3.46,D,33.0,3.0
Wigan,Everton,3.0,3.3,2.38,A,34.0,12.0
Wigan,Everton,3.0,3.25,2.37,A,34.0,12.0
Wigan,Everton,3.25,3.2,2.3,A,34.0,12.0
Wigan,Everton,3.56,3.4,2.4,A,34.0,12.0
Wigan,Everton,3.11,3.24,2.3,A,34.0,12.0
Arsenal,Man United,2.6,3.25,2.8,A,0.0,19.0
Arsenal,Man United,2.6,3.25,2.7,A,0.0,19.0
Arsenal,Man United,2.5,3.25,2.88,A,0.0,19.0
Arsenal,Man United,2.66,3.35,2.98,A,0.0,19.0
Arsenal,Man United,2.51,3.23,2.8,A,0.0,19.0
Man City,Portsmouth,1.29,5.0,13.0,H,18.0,23.0
Man City,Portsmouth,1.3,5.0,10.0,H,18.0,23.0
Man City,Portsmouth,1.29,5.0,13.0,H,18.0,23.0
Man City,Portsmouth,1.34,5.45,13.5,H,18.0,23.0
Man City,Portsmouth,1.29,5.0,11.05,H,18.0,23.0
Sunderland,Stoke,2.0,3.4,3.8,D,28.0,27.0
Sunderland,Stoke,2.0,3.3,3.75,D,28.0,27.0
Sunderland,Stoke,2.1,3.25,3.75,D,28.0,27.0
Sunderland,Stoke,2.15,3.4,3.9,D,28.0,27.0
