,Unnamed: 0,FUND,CNT,SRC_UID,EOM
10816,10816,Ovis canadensis,9194,206670723,2017-01-31
10817,10817,Charadrius tricollaris,44,189669305873243,2017-01-31
10818,10818,Eumetopias jubatus,5,1540205459539,2017-01-31
10822,10822,Charadrius tricollaris,1520,189669305873243,2017-02-28
10823,10823,Melophus lathami,1,537945078883,2017-02-28
10824,10824,Boa constrictor mexicana,332,198188413318323,2017-02-28
10825,10825,Laniaurius atrococcineus,146,40234253942,2017-02-28
10829,10829,Psophia viridis,3715,206670770,2017-02-28
10830,10830,Alcelaphus buselaphus cokii,7141,181701414249,2017-02-28
10832,10832,Megaderma spasma,8616,206670742,2017-02-28
10833,10833,Crotaphytus collaris,247,323418458,2017-02-28
10834,10834,Nucifraga columbiana,121,40232932742,2017-02-28
10835,10835,Rangifer tarandus,112,36740368922,2017-02-28
10837,10837,Lepus townsendii,930,188703120510450,2017-02-28
10839,10839,Actophilornis africanus,5392,272675524722,2017-02-28
10841,10841,Petaurus breviceps,1541,186494805556422,2017-02-28
10844,10844,Felis wiedi or Leopardus weidi,5853,206670694,2017-02-28
10846,10846,Dicrostonyx groenlandicus,155,197463014939188,2017-02-28
10847,10847,Halcyon smyrnesis,13,200109499869465,2017-02-28
10848,10848,Choloepus hoffmani,602,186267307833917,2017-02-28
10849,10849,Sarkidornis melanotos,1263,108219608754,2017-02-28
10850,10850,unavailable,580,206670773,2017-02-28
10851,10851,Lutra canadensis,547,168720101925,2017-02-28
10852,10852,Centrocercus urophasianus,806,324918516,2017-02-28
10853,10853,Choriotis kori,2867,27160283895,2017-02-28
10855,10855,Rhea americana,3548,189669225079108,2017-02-28
10856,10856,Hystrix cristata,1572,192291882972375,2017-02-28
10857,10857,Podargus strigoides,2796,206670764,2017-02-28
10858,10858,Plegadis falcinellus,13336,181703187068,2017-02-28
10860,10860,Ardea cinerea,3509,206670715,2017-02-28
10861,10861,Isoodon obesulus,2915,189669356346606,2017-02-28
10862,10862,Eolophus roseicapillus,1384,55902523917,2017-02-28
10865,10865,Actophilornis africanus,67,272675524722,2017-02-28
10866,10866,Orcinus orca,72,108202450315,2017-02-28
10867,10867,Macaca mulatta,106,108207596093,2017-02-28
10868,10868,Isoodon obesulus,2390,189669356346606,2017-02-28
10869,10869,Canis aureus,1907,206670716,2017-02-28
10870,10870,Milvus migrans,1501,275505523,2017-02-28
10874,10874,Dendrocitta vagabunda,2,206670760,2017-02-28
10878,10878,Falco peregrinus,4,181989439245,2017-02-28
10879,10879,Tamandua tetradactyla,520,301519260,2017-02-28
10880,10880,Charadrius tricollaris,312,189669305873243,2017-02-28
10881,10881,Dasyurus viverrinus,11,206670754,2017-02-28
10883,10883,Trachyphonus vaillantii,1173,898428021820,2017-02-28
10884,10884,Ourebia ourebi,7275,206670693,2017-02-28
10885,10885,Spilogale gracilis,3038,186759829869822,2017-02-28
10886,10886,Ephippiorhynchus mycteria,57,52079200642,2017-02-28
10890,10890,Bassariscus astutus,7522,1134069654772,2017-02-28
10892,10892,Butorides striatus,2965,28283084613,2017-02-28
10893,10893,Actophilornis africanus,7125,272675524722,2017-02-28
10895,10895,Oreamnos americanus,929,188703116701652,2017-02-28
10896,10896,Lorythaixoides concolor,3922,206670771,2017-02-28
10897,10897,Amphibolurus barbatus,2593,1489764652,2017-02-28
10899,10899,Himantopus himantopus,7408,206670686,2017-02-28
10900,10900,Cabassous sp.,4668,206670692,2017-02-28
10901,10901,Macaca fuscata,1986,188803777670426,2017-02-28
10902,10902,Laniaurius atrococcineus,132,40234253942,2017-02-28
10903,10903,Alouatta seniculus,214,40234001221,2017-02-28
10907,10907,Himantopus himantopus,47,206670686,2017-02-28
10908,10908,Chloephaga melanoptera,7618,573917296406,2017-02-28
10909,10909,Trachyphonus vaillantii,154,898428021820,2017-02-28
10911,10911,Laniaurius atrococcineus,316,40234253942,2017-02-28
10912,10912,Hystrix indica,57,189395860675734,2017-02-28
10914,10914,Vanellus sp.,1565,194309785360951,2017-02-28
10917,10917,Dasyurus viverrinus,77,206670754,2017-02-28
10919,10919,Columba palumbus,2027,1489765858,2017-02-28
10920,10920,Ovis canadensis,107,206670723,2017-02-28
10921,10921,Deroptyus accipitrinus,193,1676124906944,2017-02-28
10922,10922,Dendrocitta vagabunda,117,206670760,2017-02-28
10923,10923,Anthropoides paradisea,65,880923451687,2017-02-28
10926,10926,Phascogale calura,70,206670732,2017-02-28
10927,10927,Canis mesomelas,6762,105401395916,2017-02-28
10930,10930,Upupa epops,3188,203221423898215,2017-02-28
10931,10931,Spermophilus lateralis,949,188703129863464,2017-02-28
10932,10932,Tyto novaehollandiae,2760,638750702637,2017-02-28
10933,10933,Geococcyx californianus,4891,207934051132,2017-02-28
10934,10934,Choloepus hoffmani,616,186267307833917,2017-02-28
10935,10935,Macaca fuscata,1097,188803777670426,2017-02-28
10936,10936,Bugeranus caruncalatus,2752,206670690,2017-02-28
10937,10937,Phaethon aethereus,49,455157311,2017-02-28
10938,10938,Papio ursinus,924,409790534092,2017-02-28
10939,10939,Halcyon smyrnesis,2825,200109499869465,2017-02-28
10940,10940,Lepus townsendii,8,188703120510450,2017-02-28
10941,10941,Pycnonotus barbatus,2017,52096762037,2017-02-28
10942,10942,Bucephala clangula,70,737766433094,2017-02-28
10943,10943,Anthropoides paradisea,1225,880923451687,2017-02-28
10944,10944,Varanus komodensis,544,880930580959,2017-02-28
10946,10946,Panthera pardus,38,656756747842,2017-02-28
10947,10947,Cordylus giganteus,28,108203096943,2017-02-28
10949,10949,Ursus arctos,130,189654246454691,2017-02-28
10950,10950,Axis axis,81,206670739,2017-02-28
10951,10951,Physignathus cocincinus,214,206670711,2017-02-28
10954,10954,Lamprotornis nitens,3238,656760542396,2017-02-28
10955,10955,Podargus strigoides,67,206670764,2017-02-28
10956,10956,Podargus strigoides,1833,206670764,2017-02-28
10957,10957,Echimys chrysurus,1188,537115818972,2017-02-28
10958,10958,Cereopsis novaehollandiae,2167,206670721,2017-02-28
10959,10959,Pelecanus occidentalis,448,206670734,2017-02-28
10960,10960,Mustela nigripes,445,1451747082532,2017-02-28
10961,10961,Ovis canadensis,7786,206670723,2017-02-28
10962,10962,Charadrius tricollaris,62,189669305873243,2017-02-28
10963,10963,Eumetopias jubatus,14,1540205459539,2017-02-28
10967,10967,Charadrius tricollaris,1280,189669305873243,2017-03-31
10968,10968,Boa constrictor mexicana,184,198188413318323,2017-03-31
10969,10969,Laniaurius atrococcineus,96,40234253942,2017-03-31
10973,10973,Psophia viridis,3279,206670770,2017-03-31
10974,10974,Alcelaphus buselaphus cokii,6616,181701414249,2017-03-31
10976,10976,Megaderma spasma,7894,206670742,2017-03-31
10977,10977,Crotaphytus collaris,254,323418458,2017-03-31
10978,10978,Nucifraga columbiana,110,40232932742,2017-03-31
10979,10979,Rangifer tarandus,107,36740368922,2017-03-31
10981,10981,Lepus townsendii,835,188703120510450,2017-03-31
10983,10983,Actophilornis africanus,4960,272675524722,2017-03-31
10985,10985,Petaurus breviceps,1419,186494805556422,2017-03-31
10988,10988,Felis wiedi or Leopardus weidi,5445,206670694,2017-03-31
10990,10990,Dicrostonyx groenlandicus,189,197463014939188,2017-03-31
10991,10991,Halcyon smyrnesis,7,200109499869465,2017-03-31
10992,10992,Choloepus hoffmani,450,186267307833917,2017-03-31
10993,10993,Sarkidornis melanotos,991,108219608754,2017-03-31
10994,10994,unavailable,490,206670773,2017-03-31
10995,10995,Lutra canadensis,423,168720101925,2017-03-31
10996,10996,Centrocercus urophasianus,656,324918516,2017-03-31
10997,10997,Choriotis kori,2583,27160283895,2017-03-31
10999,10999,Rhea americana,3039,189669225079108,2017-03-31
11000,11000,Hystrix cristata,1504,192291882972375,2017-03-31
11001,11001,Podargus strigoides,2556,206670764,2017-03-31
11002,11002,Plegadis falcinellus,12054,181703187068,2017-03-31
11004,11004,Ardea cinerea,3126,206670715,2017-03-31
11005,11005,Isoodon obesulus,2640,189669356346606,2017-03-31
11006,11006,Eolophus roseicapillus,1215,55902523917,2017-03-31
11009,11009,Actophilornis africanus,63,272675524722,2017-03-31
11010,11010,Orcinus orca,43,108202450315,2017-03-31
11011,11011,Macaca mulatta,77,108207596093,2017-03-31
11012,11012,Isoodon obesulus,2185,189669356346606,2017-03-31
11013,11013,Canis aureus,1680,206670716,2017-03-31
11014,11014,Milvus migrans,1288,275505523,2017-03-31
11018,11018,Dendrocitta vagabunda,19,206670760,2017-03-31
11022,11022,Falco peregrinus,1,181989439245,2017-03-31
11023,11023,Tamandua tetradactyla,401,301519260,2017-03-31
11024,11024,Charadrius tricollaris,206,189669305873243,2017-03-31
11026,11026,Trachyphonus vaillantii,891,898428021820,2017-03-31
11027,11027,Ourebia ourebi,6518,206670693,2017-03-31
11028,11028,Spilogale gracilis,2733,186759829869822,2017-03-31
11029,11029,Ephippiorhynchus mycteria,39,52079200642,2017-03-31
11033,11033,Bassariscus astutus,7502,1134069654772,2017-03-31
11035,11035,Butorides striatus,2628,28283084613,2017-03-31
11036,11036,Actophilornis africanus,6523,272675524722,2017-03-31
11038,11038,Oreamnos americanus,826,188703116701652,2017-03-31
11039,11039,Lorythaixoides concolor,3477,206670771,2017-03-31
11040,11040,Amphibolurus barbatus,2384,1489764652,2017-03-31
11042,11042,Himantopus himantopus,6663,206670686,2017-03-31
11043,11043,Cabassous sp.,4126,206670692,2017-03-31
11044,11044,Macaca fuscata,1739,188803777670426,2017-03-31
11045,11045,Laniaurius atrococcineus,129,40234253942,2017-03-31
11046,11046,Alouatta seniculus,225,40234001221,2017-03-31
11050,11050,Himantopus himantopus,32,206670686,2017-03-31
11051,11051,Chloephaga melanoptera,7024,573917296406,2017-03-31
11052,11052,Trachyphonus vaillantii,169,898428021820,2017-03-31
11054,11054,Laniaurius atrococcineus,100,40234253942,2017-03-31
11055,11055,Hystrix indica,52,189395860675734,2017-03-31
11057,11057,Vanellus sp.,1615,194309785360951,2017-03-31
11060,11060,Dasyurus viverrinus,21,206670754,2017-03-31
11062,11062,Columba palumbus,1815,1489765858,2017-03-31
11063,11063,Ovis canadensis,83,206670723,2017-03-31
11064,11064,Deroptyus accipitrinus,180,1676124906944,2017-03-31
11065,11065,Dendrocitta vagabunda,84,206670760,2017-03-31
11066,11066,Anthropoides paradisea,38,880923451687,2017-03-31
11069,11069,Phascogale calura,71,206670732,2017-03-31
11070,11070,Canis mesomelas,6106,105401395916,2017-03-31
11073,11073,Upupa epops,2851,203221423898215,2017-03-31
11074,11074,Spermophilus lateralis,832,188703129863464,2017-03-31
11075,11075,Tyto novaehollandiae,2377,638750702637,2017-03-31
11076,11076,Geococcyx californianus,4536,207934051132,2017-03-31
11077,11077,Choloepus hoffmani,568,186267307833917,2017-03-31
11078,11078,Macaca fuscata,966,188803777670426,2017-03-31
11079,11079,Bugeranus caruncalatus,2438,206670690,2017-03-31
11080,11080,Phaethon aethereus,50,455157311,2017-03-31
11081,11081,Papio ursinus,853,409790534092,2017-03-31
11082,11082,Halcyon smyrnesis,2665,200109499869465,2017-03-31
11083,11083,Lepus townsendii,22,188703120510450,2017-03-31
11084,11084,Pycnonotus barbatus,1799,52096762037,2017-03-31
11085,11085,Bucephala clangula,51,737766433094,2017-03-31
11086,11086,Anthropoides paradisea,1059,880923451687,2017-03-31
11087,11087,Varanus komodensis,440,880930580959,2017-03-31
11089,11089,Panthera pardus,44,656756747842,2017-03-31
11090,11090,Cordylus giganteus,34,108203096943,2017-03-31
11092,11092,Ursus arctos,83,189654246454691,2017-03-31
11093,11093,Axis axis,66,206670739,2017-03-31
11094,11094,Physignathus cocincinus,187,206670711,2017-03-31
11097,11097,Lamprotornis nitens,2880,656760542396,2017-03-31
11098,11098,Podargus strigoides,55,206670764,2017-03-31
11099,11099,Podargus strigoides,1604,206670764,2017-03-31
11100,11100,Echimys chrysurus,951,537115818972,2017-03-31
11101,11101,Cereopsis novaehollandiae,1900,206670721,2017-03-31
11102,11102,Pelecanus occidentalis,347,206670734,2017-03-31
11103,11103,Mustela nigripes,389,1451747082532,2017-03-31
11104,11104,Ovis canadensis,7140,206670723,2017-03-31
11105,11105,Charadrius tricollaris,56,189669305873243,2017-03-31
11106,11106,Eumetopias jubatus,7,1540205459539,2017-03-31
11110,11110,Charadrius tricollaris,976,189669305873243,2017-04-30
11111,11111,Boa constrictor mexicana,302,198188413318323,2017-04-30
11112,11112,Laniaurius atrococcineus,133,40234253942,2017-04-30
11116,11116,Psophia viridis,2935,206670770,2017-04-30
11117,11117,Alcelaphus buselaphus cokii,6548,181701414249,2017-04-30
11119,11119,Megaderma spasma,7539,206670742,2017-04-30
11120,11120,Crotaphytus collaris,229,323418458,2017-04-30
11121,11121,Nucifraga columbiana,108,40232932742,2017-04-30
11122,11122,Rangifer tarandus,108,36740368922,2017-04-30
11124,11124,Lepus townsendii,830,188703120510450,2017-04-30
11126,11126,Actophilornis africanus,4707,272675524722,2017-04-30
11128,11128,Petaurus breviceps,1364,186494805556422,2017-04-30
11131,11131,Felis wiedi or Leopardus weidi,5029,206670694,2017-04-30
11133,11133,Dicrostonyx groenlandicus,146,197463014939188,2017-04-30
11134,11134,Halcyon smyrnesis,9,200109499869465,2017-04-30
11135,11135,Choloepus hoffmani,270,186267307833917,2017-04-30
11136,11136,Sarkidornis melanotos,805,108219608754,2017-04-30
11137,11137,unavailable,426,206670773,2017-04-30
11138,11138,Lutra canadensis,274,168720101925,2017-04-30
11139,11139,Centrocercus urophasianus,563,324918516,2017-04-30
11140,11140,Choriotis kori,2406,27160283895,2017-04-30
11142,11142,Rhea americana,2148,189669225079108,2017-04-30
11143,11143,Hystrix cristata,1382,192291882972375,2017-04-30
11144,11144,Podargus strigoides,2489,206670764,2017-04-30
11145,11145,Plegadis falcinellus,11897,181703187068,2017-04-30
11147,11147,Ardea cinerea,2809,206670715,2017-04-30
11148,11148,Isoodon obesulus,2695,189669356346606,2017-04-30
11149,11149,Eolophus roseicapillus,1117,55902523917,2017-04-30
11152,11152,Actophilornis africanus,42,272675524722,2017-04-30
11153,11153,Orcinus orca,50,108202450315,2017-04-30
11154,11154,Macaca mulatta,100,108207596093,2017-04-30
11155,11155,Isoodon obesulus,2247,189669356346606,2017-04-30
11156,11156,Canis aureus,1598,206670716,2017-04-30
11157,11157,Milvus migrans,1041,275505523,2017-04-30
11161,11161,Dendrocitta vagabunda,8,206670760,2017-04-30
11165,11165,Falco peregrinus,1,181989439245,2017-04-30
11166,11166,Tamandua tetradactyla,262,301519260,2017-04-30
11167,11167,Charadrius tricollaris,193,189669305873243,2017-04-30
11169,11169,Trachyphonus vaillantii,616,898428021820,2017-04-30
11170,11170,Ourebia ourebi,6060,206670693,2017-04-30
11171,11171,Spilogale gracilis,2597,186759829869822,2017-04-30
11172,11172,Ephippiorhynchus mycteria,42,52079200642,2017-04-30
11174,11174,unavailable,1,206670773,2017-04-30
11177,11177,Bassariscus astutus,6294,1134069654772,2017-04-30
11179,11179,Butorides striatus,2448,28283084613,2017-04-30
11180,11180,Actophilornis africanus,6208,272675524722,2017-04-30
11182,11182,Oreamnos americanus,837,188703116701652,2017-04-30
11183,11183,Lorythaixoides concolor,3273,206670771,2017-04-30
11184,11184,Amphibolurus barbatus,2437,1489764652,2017-04-30
11186,11186,Himantopus himantopus,6440,206670686,2017-04-30
11187,11187,Cabassous sp.,3870,206670692,2017-04-30
11188,11188,Macaca fuscata,1787,188803777670426,2017-04-30
11189,11189,Laniaurius atrococcineus,103,40234253942,2017-04-30
11190,11190,Alouatta seniculus,199,40234001221,2017-04-30
11194,11194,Himantopus himantopus,115,206670686,2017-04-30
11195,11195,Chloephaga melanoptera,7188,573917296406,2017-04-30
11196,11196,Trachyphonus vaillantii,149,898428021820,2017-04-30
11198,11198,Laniaurius atrococcineus,81,40234253942,2017-04-30
11199,11199,Hystrix indica,38,189395860675734,2017-04-30
11201,11201,Vanellus sp.,501,194309785360951,2017-04-30
11204,11204,Dasyurus viverrinus,25,206670754,2017-04-30
11206,11206,Columba palumbus,1741,1489765858,2017-04-30
11207,11207,Ovis canadensis,75,206670723,2017-04-30
11208,11208,Deroptyus accipitrinus,154,1676124906944,2017-04-30
11209,11209,Dendrocitta vagabunda,77,206670760,2017-04-30
11210,11210,Anthropoides paradisea,68,880923451687,2017-04-30
11213,11213,Phascogale calura,44,206670732,2017-04-30
11214,11214,Canis mesomelas,6068,105401395916,2017-04-30
11217,11217,Upupa epops,1749,203221423898215,2017-04-30
11218,11218,Spermophilus lateralis,822,188703129863464,2017-04-30
11219,11219,Tyto novaehollandiae,2232,638750702637,2017-04-30
11220,11220,Geococcyx californianus,4076,207934051132,2017-04-30
11221,11221,Choloepus hoffmani,321,186267307833917,2017-04-30
11222,11222,Macaca fuscata,784,188803777670426,2017-04-30
11223,11223,Bugeranus caruncalatus,2409,206670690,2017-04-30
11224,11224,Phaethon aethereus,37,455157311,2017-04-30
11225,11225,Papio ursinus,862,409790534092,2017-04-30
11226,11226,Halcyon smyrnesis,2544,200109499869465,2017-04-30
11227,11227,Lepus townsendii,23,188703120510450,2017-04-30
11228,11228,Pycnonotus barbatus,1686,52096762037,2017-04-30
11229,11229,Bucephala clangula,47,737766433094,2017-04-30
11230,11230,Anthropoides paradisea,959,880923451687,2017-04-30
11231,11231,Varanus komodensis,285,880930580959,2017-04-30
11233,11233,Panthera pardus,45,656756747842,2017-04-30
11234,11234,Cordylus giganteus,24,108203096943,2017-04-30
11236,11236,Ursus arctos,107,189654246454691,2017-04-30
11237,11237,Axis axis,63,206670739,2017-04-30
11238,11238,Physignathus cocincinus,167,206670711,2017-04-30
11241,11241,Lamprotornis nitens,2505,656760542396,2017-04-30
11242,11242,Podargus strigoides,34,206670764,2017-04-30
11243,11243,Podargus strigoides,1328,206670764,2017-04-30
11244,11244,Echimys chrysurus,569,537115818972,2017-04-30
11245,11245,Cereopsis novaehollandiae,1782,206670721,2017-04-30
11246,11246,Pelecanus occidentalis,218,206670734,2017-04-30
11247,11247,Mustela nigripes,231,1451747082532,2017-04-30
11248,11248,Ovis canadensis,6601,206670723,2017-04-30
11249,11249,Charadrius tricollaris,31,189669305873243,2017-04-30
11250,11250,Eumetopias jubatus,3,1540205459539,2017-04-30
11254,11254,Charadrius tricollaris,1060,189669305873243,2017-05-31
11255,11255,Boa constrictor mexicana,301,198188413318323,2017-05-31
11256,11256,Laniaurius atrococcineus,115,40234253942,2017-05-31
11260,11260,Psophia viridis,2931,206670770,2017-05-31
11261,11261,Alcelaphus buselaphus cokii,6408,181701414249,2017-05-31
11263,11263,Megaderma spasma,7487,206670742,2017-05-31
